locus_id,gene,product,EC_number,extremophile
NC_011761.1,purN,Phosphoribosylglycinamide formyltransferase,2.1.2.2,Acidithiobacillus
NC_011761.1,purM,Phosphoribosylformylglycinamidine cyclo-ligase,6.3.3.1,Acidithiobacillus
NC_011761.1,sodB,Superoxide dismutase [Fe],1.15.1.1,Acidithiobacillus
NC_011761.1,pgsA2,Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2,2.7.8.5,Acidithiobacillus
NC_011761.1,hda,DnaA regulatory inactivator Hda,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,rpmF,50S ribosomal protein L32,,Acidithiobacillus
NC_011761.1,plsX,Phosphate acyltransferase,2.3.1.-,Acidithiobacillus
NC_011761.1,fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,2.3.1.180,Acidithiobacillus
NC_011761.1,fabD,Malonyl CoA-acyl carrier protein transacylase,2.3.1.39,Acidithiobacillus
NC_011761.1,fabG_3,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1.1.1.100,Acidithiobacillus
NC_011761.1,acpP_2,Acyl carrier protein,,Acidithiobacillus
NC_011761.1,fabF_2,3-oxoacyl-[acyl-carrier-protein] synthase 2,2.3.1.179,Acidithiobacillus
NC_011761.1,pabC,Aminodeoxychorismate lyase,4.1.3.38,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,tmk,Thymidylate kinase,2.7.4.9,Acidithiobacillus
NC_011761.1,holB,DNA polymerase III subunit delta',2.7.7.7,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Ser(gga),,Acidithiobacillus
NC_011761.1,dnaX,DNA polymerase III subunit tau,2.7.7.7,Acidithiobacillus
NC_011761.1,,Nucleoid-associated protein,,Acidithiobacillus
NC_011761.1,recR,Recombination protein RecR,,Acidithiobacillus
NC_011761.1,amtB_1,Ammonia channel precursor,,Acidithiobacillus
NC_011761.1,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr,,Acidithiobacillus
NC_011761.1,bioK,L-Lysine-8-amino-7-oxononanoate aminotransferase,2.6.1.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,,Acidithiobacillus
NC_011761.1,mutL,DNA mismatch repair protein MutL,,Acidithiobacillus
NC_011761.1,miaA,tRNA dimethylallyltransferase,2.5.1.75,Acidithiobacillus
NC_011761.1,ndk,Nucleoside diphosphate kinase,2.7.4.6,Acidithiobacillus
NC_011761.1,rlmN,Dual-specificity RNA methyltransferase RlmN,2.1.1.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,rodZ,Cytoskeleton protein RodZ,,Acidithiobacillus
NC_011761.1,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,1.17.7.1,Acidithiobacillus
NC_011761.1,hisS,Histidine--tRNA ligase,6.1.1.21,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,bamB_2,Outer membrane protein assembly factor BamB precursor,,Acidithiobacillus
NC_011761.1,der_1,GTPase Der,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pstS1,Phosphate-binding protein PstS 1 precursor,,Acidithiobacillus
NC_011761.1,pstC_2,Phosphate transport system permease protein PstC,,Acidithiobacillus
NC_011761.1,pstA_2,Phosphate transport system permease protein PstA,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,dsbG_5,Thiol:disulfide interchange protein DsbG precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Leu(taa),,Acidithiobacillus
NC_011761.1,cusA_1,Cation efflux system protein CusA,,Acidithiobacillus
NC_011761.1,cusB_1,Cation efflux system protein CusB precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,fdx_3,Ferredoxin,,Acidithiobacillus
NC_011761.1,,tRNA-Lys(ctt),,Acidithiobacillus
NC_011761.1,perR_2,Peroxide-responsive repressor PerR,,Acidithiobacillus
NC_011761.1,hcnC,Hydrogen cyanide synthase subunit HcnC precursor,1.4.99.5,Acidithiobacillus
NC_011761.1,tamB,Translocation and assembly module TamB,,Acidithiobacillus
NC_011761.1,tamA,Translocation and assembly module TamA precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,dac,D-alanyl-D-alanine carboxypeptidase precursor,3.4.16.4,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,Cytochrome c-552 precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,desA,Delta(12)-fatty-acid desaturase,1.14.19.6,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,strE_2,dTDP-glucose 4%2C6-dehydratase,4.2.1.46,Acidithiobacillus
NC_011761.1,hldD,ADP-L-glycero-D-manno-heptose-6-epimerase,5.1.3.20,Acidithiobacillus
NC_011761.1,kefC,Glutathione-regulated potassium-efflux system protein KefC,,Acidithiobacillus
NC_011761.1,acsA,Acetyl-coenzyme A synthetase,6.2.1.1,Acidithiobacillus
NC_011761.1,clpB,Chaperone protein ClpB,,Acidithiobacillus
NC_011761.1,hcaT,putative 3-phenylpropionic acid transporter,,Acidithiobacillus
NC_011761.1,aroC,Chorismate synthase,4.2.3.5,Acidithiobacillus
NC_011761.1,folE2,GTP cyclohydrolase FolE2,3.5.4.16,Acidithiobacillus
NC_011761.1,dxs,1-deoxy-D-xylulose-5-phosphate synthase,2.2.1.7,Acidithiobacillus
NC_011761.1,ispA,Farnesyl diphosphate synthase,2.5.1.10,Acidithiobacillus
NC_011761.1,xseB,Exodeoxyribonuclease 7 small subunit,3.1.11.6,Acidithiobacillus
NC_011761.1,fsr,Fosmidomycin resistance protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,trxC_1,Putative thioredoxin-2,,Acidithiobacillus
NC_011761.1,xseA,Exodeoxyribonuclease 7 large subunit,3.1.11.6,Acidithiobacillus
NC_011761.1,bamB_3,Outer membrane protein assembly factor BamB,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ppiB,Peptidyl-prolyl cis-trans isomerase B,5.2.1.8,Acidithiobacillus
NC_011761.1,lpxH_2,UDP-2%2C3-diacylglucosamine hydrolase,3.6.1.54,Acidithiobacillus
NC_011761.1,,Calcium-transporting ATPase 1,3.6.3.8,Acidithiobacillus
NC_011761.1,leuA_2,2-isopropylmalate synthase,2.3.3.13,Acidithiobacillus
NC_011761.1,lrp,Leucine-responsive regulatory protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,cmpR_6,HTH-type transcriptional activator CmpR,,Acidithiobacillus
NC_011761.1,ribB,3%2C4-dihydroxy-2-butanone 4-phosphate synthase,4.1.99.12,Acidithiobacillus
NC_011761.1,sdiA,Regulatory protein SdiA,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lasI,Acyl-homoserine-lactone synthase,2.3.1.184,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,inhA,Isonitrile hydratase,4.2.1.103,Acidithiobacillus
NC_011761.1,paiB_2,Protease synthase and sporulation protein PAI 2,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,kstR,HTH-type transcriptional repressor KstR,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Arg(acg),,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,actP,Copper-transporting P-type ATPase,3.6.3.4,Acidithiobacillus
NC_011761.1,,Aspartate aminotransferase,2.6.1.1,Acidithiobacillus
NC_011761.1,purT,Phosphoribosylglycinamide formyltransferase 2,2.1.2.-,Acidithiobacillus
NC_011761.1,gndA,6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating,1.1.1.44,Acidithiobacillus
NC_011761.1,zwf,Glucose-6-phosphate 1-dehydrogenase,1.1.1.49,Acidithiobacillus
NC_011761.1,bigR_1,Biofilm growth-associated repressor,,Acidithiobacillus
NC_011761.1,dus,putative tRNA-dihydrouridine synthase,1.-.-.-,Acidithiobacillus
NC_011761.1,parC,DNA topoisomerase 4 subunit A,5.99.1.3,Acidithiobacillus
NC_011761.1,parE,DNA topoisomerase 4 subunit B,5.99.1.3,Acidithiobacillus
NC_011761.1,qseC,Sensor protein QseC,2.7.13.3,Acidithiobacillus
NC_011761.1,qseB,Transcriptional regulatory protein QseB,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,czcA_1,Cobalt-zinc-cadmium resistance protein CzcA,,Acidithiobacillus
NC_011761.1,czcB,Cobalt-zinc-cadmium resistance protein CzcB,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,czcA_2,Cobalt-zinc-cadmium resistance protein CzcA,,Acidithiobacillus
NC_011761.1,mdtA_2,Multidrug resistance protein MdtA,,Acidithiobacillus
NC_011761.1,ttgI,Toluene efflux pump outer membrane protein TtgI precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,xpkA,Xylulose-5-phosphate phosphoketolase,4.1.2.9,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Ser(cga),,Acidithiobacillus
NC_011761.1,secF,Protein-export membrane protein SecF,,Acidithiobacillus
NC_011761.1,secD,Protein translocase subunit SecD,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,tgt,Queuine tRNA-ribosyltransferase,2.4.2.29,Acidithiobacillus
NC_011761.1,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,2.4.99.17,Acidithiobacillus
NC_011761.1,corC_2,Magnesium and cobalt efflux protein CorC,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,metZ,O-succinylhomoserine sulfhydrylase,2.5.1.-,Acidithiobacillus
NC_011761.1,purF,Amidophosphoribosyltransferase precursor,2.4.2.14,Acidithiobacillus
NC_011761.1,cvpA,Colicin V production protein,,Acidithiobacillus
NC_011761.1,folC,Bifunctional protein FolC,,Acidithiobacillus
NC_011761.1,accD,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,6.4.1.2,Acidithiobacillus
NC_011761.1,trpA,Tryptophan synthase alpha chain,4.2.1.20,Acidithiobacillus
NC_011761.1,trpB,Tryptophan synthase beta chain,4.2.1.20,Acidithiobacillus
NC_011761.1,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,5.3.1.24,Acidithiobacillus
NC_011761.1,truA,tRNA pseudouridine synthase A,5.4.99.12,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,asd2,Aspartate-semialdehyde dehydrogenase 2,1.2.1.11,Acidithiobacillus
NC_011761.1,leuB,3-isopropylmalate dehydrogenase,1.1.1.85,Acidithiobacillus
NC_011761.1,mobA_2,Molybdenum cofactor guanylyltransferase,2.7.7.77,Acidithiobacillus
NC_011761.1,mobB,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,,Acidithiobacillus
NC_011761.1,moeA,Molybdopterin molybdenumtransferase,2.10.1.1,Acidithiobacillus
NC_011761.1,pld,Phospholipase D precursor,3.1.4.4,Acidithiobacillus
NC_011761.1,sppA,Protease 4,3.4.21.-,Acidithiobacillus
NC_011761.1,treY,Maltooligosyl trehalose synthase,5.4.99.15,Acidithiobacillus
NC_011761.1,treZ,Malto-oligosyltrehalose trehalohydrolase,3.2.1.141,Acidithiobacillus
NC_011761.1,treT,Trehalose synthase,2.4.1.245,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,Putative phosphoribosyl transferase/MT0597,,Acidithiobacillus
NC_011761.1,,Acid shock protein,,Acidithiobacillus
NC_011761.1,adhT,Alcohol dehydrogenase,1.1.1.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,emrB_3,Multidrug export protein EmrB,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,tolC_2,Outer membrane protein TolC precursor,,Acidithiobacillus
NC_011761.1,mdtA_3,Multidrug resistance protein MdtA precursor,,Acidithiobacillus
NC_011761.1,mdtC,Multidrug resistance protein MdtC,,Acidithiobacillus
NC_011761.1,ecfA2,Energy-coupling factor transporter ATP-binding protein EcfA2,3.6.3.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,6.3.5.-,Acidithiobacillus
NC_011761.1,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,6.3.5.-,Acidithiobacillus
NC_011761.1,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,6.3.5.-,Acidithiobacillus
NC_011761.1,mlaA,putative phospholipid-binding lipoprotein MlaA precursor,,Acidithiobacillus
NC_011761.1,mlaC_3,putative phospholipid-binding protein MlaC precursor,,Acidithiobacillus
NC_011761.1,moaA_1,Cyclic pyranopterin monophosphate synthase,4.1.99.18,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,rimO_2,Ribosomal protein S12 methylthiotransferase RimO,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase,,Acidithiobacillus
NC_011761.1,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,3.2.2.9,Acidithiobacillus
NC_011761.1,shc,Squalene--hopene cyclase,4.2.1.129,Acidithiobacillus
NC_011761.1,crtM,Dehydrosqualene synthase,2.5.1.96,Acidithiobacillus
NC_011761.1,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],1.1.1.94,Acidithiobacillus
NC_011761.1,secB,Protein-export protein SecB,,Acidithiobacillus
NC_011761.1,,tRNA-Glu(ttc),,Acidithiobacillus
NC_011761.1,vapC_4,tRNA(fMet)-specific endonuclease VapC,3.1.-.-,Acidithiobacillus
NC_011761.1,vapB,Antitoxin VapB,,Acidithiobacillus
NC_011761.1,acoD_2,Acetaldehyde dehydrogenase 2,1.2.1.3,Acidithiobacillus
NC_011761.1,proS,Proline--tRNA ligase,6.1.1.15,Acidithiobacillus
NC_011761.1,,Universal stress protein/MSMEI_3859,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pcm_2,Protein-L-isoaspartate O-methyltransferase,2.1.1.77,Acidithiobacillus
NC_011761.1,vibB,Vibriobactin-specific isochorismatase,3.3.2.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,putative 5-formyltetrahydrofolate cyclo-ligase,6.3.3.2,Acidithiobacillus
NC_011761.1,zapA,Cell division protein ZapA,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,spoVD_1,Stage V sporulation protein D,,Acidithiobacillus
NC_011761.1,rplY,50S ribosomal protein L25,,Acidithiobacillus
NC_011761.1,pth,Peptidyl-tRNA hydrolase,3.1.1.29,Acidithiobacillus
NC_011761.1,ychF,Ribosome-binding ATPase YchF,,Acidithiobacillus
NC_011761.1,puuR,HTH-type transcriptional regulator PuuR,,Acidithiobacillus
NC_011761.1,hyfB,Hydrogenase-4 component B,1.-.-.-,Acidithiobacillus
NC_011761.1,hycD,Formate hydrogenlyase subunit 4,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,nuoM_1,NADH-quinone oxidoreductase subunit M,1.6.99.5,Acidithiobacillus
NC_011761.1,hycE,Formate hydrogenlyase subunit 5 precursor,,Acidithiobacillus
NC_011761.1,hycG,Formate hydrogenlyase subunit 7,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,cbbM,Ribulose bisphosphate carboxylase,4.1.1.39,Acidithiobacillus
NC_011761.1,nirQ_2,Denitrification regulatory protein NirQ,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,cmpR_7,HTH-type transcriptional activator CmpR,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,speE_3,Spermidine synthase,2.5.1.16,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,cvaA,Colicin V secretion protein CvaA,,Acidithiobacillus
NC_011761.1,apxIB_1,Toxin RTX-I translocation ATP-binding protein,,Acidithiobacillus
NC_011761.1,tolC_3,Outer membrane protein TolC precursor,,Acidithiobacillus
NC_011761.1,icaB,Poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase precursor,3.5.1.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pbpX,Putative penicillin-binding protein PbpX,,Acidithiobacillus
NC_011761.1,rppH,RNA pyrophosphohydrolase,3.6.1.-,Acidithiobacillus
NC_011761.1,nudJ,Phosphatase NudJ,3.6.1.-,Acidithiobacillus
NC_011761.1,rsuA,Ribosomal small subunit pseudouridine synthase A,5.4.99.19,Acidithiobacillus
NC_011761.1,aguA,Agmatine deiminase,3.5.3.12,Acidithiobacillus
NC_011761.1,psrA,Polysulfide reductase chain A precursor,,Acidithiobacillus
NC_011761.1,ttrB,Tetrathionate reductase subunit B precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,dmsD,Tat proofreading chaperone DmsD,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,uspF,Universal stress protein F,,Acidithiobacillus
NC_011761.1,emrB_4,Multidrug export protein EmrB,,Acidithiobacillus
NC_011761.1,slyA,Transcriptional regulator SlyA,,Acidithiobacillus
NC_011761.1,lgt,Prolipoprotein diacylglyceryl transferase,2.4.99.-,Acidithiobacillus
NC_011761.1,rep,ATP-dependent DNA helicase Rep,3.6.4.12,Acidithiobacillus
NC_011761.1,rpsT,30S ribosomal protein S20,,Acidithiobacillus
NC_011761.1,potA,Spermidine/putrescine import ATP-binding protein PotA,3.6.3.31,Acidithiobacillus
NC_011761.1,cysW,Sulfate transport system permease protein CysW,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,apaH,Bis(5'-nucleosyl)-tetraphosphatase%2C symmetrical,3.6.1.41,Acidithiobacillus
NC_011761.1,recQ,ATP-dependent DNA helicase RecQ,3.6.4.12,Acidithiobacillus
NC_011761.1,cyaY,Protein CyaY,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lptG,Lipopolysaccharide export system permease protein LptG,,Acidithiobacillus
NC_011761.1,lptF,Lipopolysaccharide export system permease protein LptF,,Acidithiobacillus
NC_011761.1,pepA,Cytosol aminopeptidase,3.4.11.1,Acidithiobacillus
NC_011761.1,holC,DNA polymerase III subunit chi,2.7.7.7,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,valS,Valine--tRNA ligase,6.1.1.9,Acidithiobacillus
NC_011761.1,nhaA,Na(+)/H(+) antiporter NhaA,,Acidithiobacillus
NC_011761.1,nadC_2,Nicotinate-nucleotide pyrophosphorylase [carboxylating],2.4.2.19,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,acuR,Transcriptional regulator AcuR,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
